#Sección,Des. Sección,O. Gestor,Des. O. Gestor,Capítulo,Des. Capítulo,Artículo,Des. Artículo,Concepto,Des. Concepto,Subconcepto,Des. Subconcepto,Total 2016
51,I. REG. INV. Y DES. AGROALIMEN. Y FORESTAL DE C-LM,5101,I. REG. INV. Y DES. AGROALIMEN. Y FORESTAL DE C-LM,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",31,PRESTACIÓN DE SERVICIOS Y PRECIOS PÚBLICOS,319,Otros ingresos por prestación de servicios,31900,Otros ingresos por prestación de servicios,100000.0
51,I. REG. INV. Y DES. AGROALIMEN. Y FORESTAL DE C-LM,5101,I. REG. INV. Y DES. AGROALIMEN. Y FORESTAL DE C-LM,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",32,TASAS,323,Tasas en materia de agricultura y medio ambiente,32300,Tasas en materia de agricultura,560000.0
51,I. REG. INV. Y DES. AGROALIMEN. Y FORESTAL DE C-LM,5101,I. REG. INV. Y DES. AGROALIMEN. Y FORESTAL DE C-LM,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",39,OTROS INGRESOS,399,Ingresos diversos,39900,Ingresos diversos,10000.0
51,I. REG. INV. Y DES. AGROALIMEN. Y FORESTAL DE C-LM,5101,I. REG. INV. Y DES. AGROALIMEN. Y FORESTAL DE C-LM,5,INGRESOS PATRIMONIALES,52,INTERESES DE DEPÓSITOS,520,Intereses de cuentas bancarias,52000,Intereses de cuentas bancarias,2000.0
51,I. REG. INV. Y DES. AGROALIMEN. Y FORESTAL DE C-LM,5101,I. REG. INV. Y DES. AGROALIMEN. Y FORESTAL DE C-LM,5,INGRESOS PATRIMONIALES,55,"PRODUCTOS, CONCESIONES Y APROVECHAMIENTOS ESPECIAL",550,De concesiones administrativas,55000,De concesiones administrativas,900.0
51,I. REG. INV. Y DES. AGROALIMEN. Y FORESTAL DE C-LM,5101,I. REG. INV. Y DES. AGROALIMEN. Y FORESTAL DE C-LM,7,TRANSFERENCIAS DE CAPITAL,70,DE LA JUNTA DE COMUNIDADES DE CASTILLA-LA MANCHA,700,De la Junta de Comunidades de Castilla-La Mancha,70009,Otras transferencias de la Junta de Comunidades,78000.0
51,I. REG. INV. Y DES. AGROALIMEN. Y FORESTAL DE C-LM,5101,I. REG. INV. Y DES. AGROALIMEN. Y FORESTAL DE C-LM,7,TRANSFERENCIAS DE CAPITAL,73,"DE LA A.E., OO.AA., EE.PP. Y OTROS EE.PP. ESTATALE",732,De diversos Ministerios,73200,De diversos Ministerios,287000.0
51,I. REG. INV. Y DES. AGROALIMEN. Y FORESTAL DE C-LM,5101,I. REG. INV. Y DES. AGROALIMEN. Y FORESTAL DE C-LM,7,TRANSFERENCIAS DE CAPITAL,73,"DE LA A.E., OO.AA., EE.PP. Y OTROS EE.PP. ESTATALE",734,De organismos autónomos estatales,73400,De organismos autónomos estatales,1650000.0
51,I. REG. INV. Y DES. AGROALIMEN. Y FORESTAL DE C-LM,5101,I. REG. INV. Y DES. AGROALIMEN. Y FORESTAL DE C-LM,7,TRANSFERENCIAS DE CAPITAL,79,DEL EXTERIOR,799,Otras transferencias,79900,Otras transferencias,12500.0
51,I. REG. INV. Y DES. AGROALIMEN. Y FORESTAL DE C-LM,5101,I. REG. INV. Y DES. AGROALIMEN. Y FORESTAL DE C-LM,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,820,A corto plazo,82000,A personal funcionario y no laboral,10390.0
51,I. REG. INV. Y DES. AGROALIMEN. Y FORESTAL DE C-LM,5101,I. REG. INV. Y DES. AGROALIMEN. Y FORESTAL DE C-LM,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,820,A corto plazo,82001,A personal laboral,10460.0
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",32,TASAS,322,Tasas por dirección e inspección de obras,32200,Tasas por dirección e inspección de obras,44900.0
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,7,TRANSFERENCIAS DE CAPITAL,73,"DE LA A.E., OO.AA., EE.PP. Y OTROS EE.PP. ESTATALE",733,Otras transferencias,73301,Tarifa trasvase,4615990.0
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,821,A largo plazo,82100,A personal funcionario y no laboral,7860.0
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,821,A largo plazo,82101,A personal laboral,2140.0
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6102,SECRETARIA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",30,VENTA DE BIENES,309,Venta de otros bienes,30900,Venta de otros bienes,271250.0
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6102,SECRETARIA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",31,PRESTACIÓN DE SERVICIOS Y PRECIOS PÚBLICOS,315,De asistencia sanitaria,31500,Al Sector Público,81400.0
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6102,SECRETARIA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",31,PRESTACIÓN DE SERVICIOS Y PRECIOS PÚBLICOS,315,De asistencia sanitaria,31501,Al Sector Privado,21089000.0
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6102,SECRETARIA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",31,PRESTACIÓN DE SERVICIOS Y PRECIOS PÚBLICOS,315,De asistencia sanitaria,31503,A Entidades del sistema,8215970.0
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6102,SECRETARIA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",32,TASAS,322,Tasas por dirección e inspección de obras,32200,Tasas por dirección e inspección de obras,58560.0
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6102,SECRETARIA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",32,TASAS,326,Tasas en materia de sanidad,32600,Tasas en materia de sanidad,68230.0
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6102,SECRETARIA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",32,TASAS,329,Otras tasas,32900,Otras tasas,84360.0
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6102,SECRETARIA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",38,REINTEGROS DE OPERACIONES CORRIENTES,380,De ejercicios cerrados,38000,De ejercicios cerrados,143930.0
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6102,SECRETARIA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",38,REINTEGROS DE OPERACIONES CORRIENTES,381,De presupuesto corriente,38100,De presupuesto corriente,72800.0
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6102,SECRETARIA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",39,OTROS INGRESOS,399,Ingresos diversos,39900,Ingresos diversos,85350.0
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6102,SECRETARIA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E. OO.AA., EE.PP. Y OTROS ENTES PÚBLICOS",432,De diversos Ministerios,43200,De diversos Ministerios,34602250.0
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6102,SECRETARIA GENERAL,4,TRANSFERENCIAS CORRIENTES,46,DE CORPORACIONES LOCALES,461,De diputaciones,46100,De diputaciones,12964420.0
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6102,SECRETARIA GENERAL,5,INGRESOS PATRIMONIALES,55,"PRODUCTOS, CONCESIONES Y APROVECHAMIENTOS ESPECIAL",550,De concesiones administrativas,55000,De concesiones administrativas,1160890.0
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6102,SECRETARIA GENERAL,5,INGRESOS PATRIMONIALES,55,"PRODUCTOS, CONCESIONES Y APROVECHAMIENTOS ESPECIAL",559,Otras concesiones y aprovechamientos,55900,Otras concesiones y aprovechamientos,90830.0
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6102,SECRETARIA GENERAL,7,TRANSFERENCIAS DE CAPITAL,73,"DE LA A.E., OO.AA., EE.PP. Y OTROS EE.PP. ESTATALE",730,Fondo de compensación interterritorial,73000,Fondo de compensación interterritorial,8511510.0
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6102,SECRETARIA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,820,A corto plazo,82000,A personal funcionario y no laboral,24980.0
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6102,SECRETARIA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,820,A corto plazo,82001,A personal laboral,590.0
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6102,SECRETARIA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,821,A largo plazo,82100,A personal funcionario y no laboral,524330.0
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6102,SECRETARIA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,821,A largo plazo,82101,A personal laboral,10100.0
70,INSTITUTO DE LA MUJER,7001,INSTITUTO DE LA MUJER,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",32,TASAS,329,Otras tasas,32900,Otras tasas,200.0
70,INSTITUTO DE LA MUJER,7001,INSTITUTO DE LA MUJER,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",38,REINTEGROS DE OPERACIONES CORRIENTES,380,De ejercicios cerrados,38000,De ejercicios cerrados,350000.0
70,INSTITUTO DE LA MUJER,7001,INSTITUTO DE LA MUJER,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",39,OTROS INGRESOS,390,Recargos y multas,39001,Intereses de demora,800.0
70,INSTITUTO DE LA MUJER,7001,INSTITUTO DE LA MUJER,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E. OO.AA., EE.PP. Y OTROS ENTES PÚBLICOS",432,De diversos Ministerios,43200,De diversos Ministerios,289000.0
70,INSTITUTO DE LA MUJER,7001,INSTITUTO DE LA MUJER,5,INGRESOS PATRIMONIALES,52,INTERESES DE DEPÓSITOS,520,Intereses de cuentas bancarias,52000,Intereses de cuentas bancarias,500.0
70,INSTITUTO DE LA MUJER,7001,INSTITUTO DE LA MUJER,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,821,A largo plazo,82100,A personal funcionario y no laboral,8200.0
