#Sección,Descripción Sección,Dirección General,Descripción Dirección General,Grupo de Función,Descripción Grupo,Función,Descripción Función,Programa,Descripción Programa,Capítulo,Descripción Capítulo,Artículo,Descripción Artículo,Concepto,Descripción Concepto,Subconcepto,Descripción Subconcepto,Obligado
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,321A,"DIRECCIÓN. Y S. G. DE ECONOMÍA, EMPRESAS",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22700,Limpieza y aseo,1260669.54
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,321A,"DIRECCIÓN. Y S. G. DE ECONOMÍA, EMPRESAS",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22701,Seguridad,700469.62
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,321A,"DIRECCIÓN. Y S. G. DE ECONOMÍA, EMPRESAS",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22704,"Custodia, depósito y alm",5190.9
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,321A,"DIRECCIÓN. Y S. G. DE ECONOMÍA, EMPRESAS",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22706,Estudios y trabajos técn,153263.26
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,321A,"DIRECCIÓN. Y S. G. DE ECONOMÍA, EMPRESAS",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22709,Otros,6745.13
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,321A,"DIRECCIÓN. Y S. G. DE ECONOMÍA, EMPRESAS",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23,INDEMNICACIONES SERVICIO,230,Dietas y locomoción,23000,A personal funcionario,35607.93
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,321A,"DIRECCIÓN. Y S. G. DE ECONOMÍA, EMPRESAS",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23,INDEMNICACIONES SERVICIO,230,Dietas y locomoción,23001,A personal laboral,5199.2
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,321A,"DIRECCIÓN. Y S. G. DE ECONOMÍA, EMPRESAS",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23,INDEMNICACIONES SERVICIO,230,Dietas y locomoción,23010,A personal funcionario y no laboral con,1073.23
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,321A,"DIRECCIÓN. Y S. G. DE ECONOMÍA, EMPRESAS",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23,INDEMNICACIONES SERVICIO,230,Dietas y locomoción,23011,A personal laboral con facturación,283.26
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,321A,"DIRECCIÓN. Y S. G. DE ECONOMÍA, EMPRESAS",3,GASTOS FINANCIEROS,33,"DEPÓSITOS, FIANZAS, OTROS",332,Intereses de demora,33200,Intereses de demora,203.0
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,321A,"DIRECCIÓN. Y S. G. DE ECONOMÍA, EMPRESAS",6,INVERSIONES REALES,60,PROYECTOS INVERSIÓN NUEVA,602,Edif y otras construccion,60200,Edif y otras construccion,7164.26
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,321A,"DIRECCIÓN. Y S. G. DE ECONOMÍA, EMPRESAS",6,INVERSIONES REALES,60,PROYECTOS INVERSIÓN NUEVA,603,"Maquin, instal y utillaje",60300,Maquinaria,4230.0
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,321A,"DIRECCIÓN. Y S. G. DE ECONOMÍA, EMPRESAS",6,INVERSIONES REALES,60,PROYECTOS INVERSIÓN NUEVA,605,Mobiliario y enseres,60500,Mobiliario y enseres,6034.81
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,321A,"DIRECCIÓN. Y S. G. DE ECONOMÍA, EMPRESAS",6,INVERSIONES REALES,60,PROYECTOS INVERSIÓN NUEVA,606,Equip proces información,60600,Equip proces información,6485.09
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,321A,"DIRECCIÓN. Y S. G. DE ECONOMÍA, EMPRESAS",6,INVERSIONES REALES,60,PROYECTOS INVERSIÓN NUEVA,609,Inmovilizado inmaterial,60909,Otro inmovil inmaterrial,38149.81
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,321A,"DIRECCIÓN. Y S. G. DE ECONOMÍA, EMPRESAS",6,INVERSIONES REALES,61,P. INVERSIÓN REPOSICIÓN,612,Edif y otras construccion,61200,Edif y otras construccion,52745.77
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,321A,"DIRECCIÓN. Y S. G. DE ECONOMÍA, EMPRESAS",6,INVERSIONES REALES,61,P. INVERSIÓN REPOSICIÓN,614,Elementos de transporte,61400,Elementos de transporte,42572.06
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,321A,"DIRECCIÓN. Y S. G. DE ECONOMÍA, EMPRESAS",6,INVERSIONES REALES,61,P. INVERSIÓN REPOSICIÓN,616,Equip proces información,61600,Equip proces información,6940.94
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,321A,"DIRECCIÓN. Y S. G. DE ECONOMÍA, EMPRESAS",8,ACTIVOS FINANCIEROS,82,CONCESIÓN DE PRÉSTAMOS,820,A corto plazo,82000,A personal funcionario,44000.0
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,321A,"DIRECCIÓN. Y S. G. DE ECONOMÍA, EMPRESAS",8,ACTIVOS FINANCIEROS,82,CONCESIÓN DE PRÉSTAMOS,820,A corto plazo,82001,A personal laboral,3300.0
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,321A,"DIRECCIÓN. Y S. G. DE ECONOMÍA, EMPRESAS",8,ACTIVOS FINANCIEROS,82,CONCESIÓN DE PRÉSTAMOS,821,A largo plazo,82100,A personal funcionario,110050.36
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1902,SECRETARÍA GENERAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,321A,"DIRECCIÓN. Y S. G. DE ECONOMÍA, EMPRESAS",8,ACTIVOS FINANCIEROS,82,CONCESIÓN DE PRÉSTAMOS,821,A largo plazo,82101,A personal laboral,9000.0
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1903,VICECONSEJERÍA DE EMPLEO Y RELACIONES LA,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322C,ORIENTACIÓN E I. EN EL MERCADO DE TRABAJ,1,GASTOS DE PERSONAL,10,ALTOS CARGOS,100,Retr bás y ot rem alt car,10000,Retribuciones básicas,59027.28
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1903,VICECONSEJERÍA DE EMPLEO Y RELACIONES LA,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322C,ORIENTACIÓN E I. EN EL MERCADO DE TRABAJ,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12000,Sueldos del Grupo A1 y A,89213.85
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1903,VICECONSEJERÍA DE EMPLEO Y RELACIONES LA,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322C,ORIENTACIÓN E I. EN EL MERCADO DE TRABAJ,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12001,Sueldos del Grupo A2 y B,96440.09
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1903,VICECONSEJERÍA DE EMPLEO Y RELACIONES LA,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322C,ORIENTACIÓN E I. EN EL MERCADO DE TRABAJ,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12002,Sueldos del Grupo C1 y C,40298.28
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1903,VICECONSEJERÍA DE EMPLEO Y RELACIONES LA,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322C,ORIENTACIÓN E I. EN EL MERCADO DE TRABAJ,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12003,Sueldos del Grupo C2 y D,29532.52
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1903,VICECONSEJERÍA DE EMPLEO Y RELACIONES LA,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322C,ORIENTACIÓN E I. EN EL MERCADO DE TRABAJ,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12007,Func interinos temporales,1025215.99
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1903,VICECONSEJERÍA DE EMPLEO Y RELACIONES LA,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322C,ORIENTACIÓN E I. EN EL MERCADO DE TRABAJ,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12008,Antigüedad,96419.64
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1903,VICECONSEJERÍA DE EMPLEO Y RELACIONES LA,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322C,ORIENTACIÓN E I. EN EL MERCADO DE TRABAJ,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12100,Complemento de destino,168750.0
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1903,VICECONSEJERÍA DE EMPLEO Y RELACIONES LA,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322C,ORIENTACIÓN E I. EN EL MERCADO DE TRABAJ,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12101,Complementos específicos,280268.05
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1903,VICECONSEJERÍA DE EMPLEO Y RELACIONES LA,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322C,ORIENTACIÓN E I. EN EL MERCADO DE TRABAJ,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12102,Otros complementos,5339.4
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1903,VICECONSEJERÍA DE EMPLEO Y RELACIONES LA,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322C,ORIENTACIÓN E I. EN EL MERCADO DE TRABAJ,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12107,Func interinos temporales,1019232.43
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1903,VICECONSEJERÍA DE EMPLEO Y RELACIONES LA,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322C,ORIENTACIÓN E I. EN EL MERCADO DE TRABAJ,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12148,Complemento por Incapacidad Temporal,16510.27
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1903,VICECONSEJERÍA DE EMPLEO Y RELACIONES LA,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322C,ORIENTACIÓN E I. EN EL MERCADO DE TRABAJ,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16000,Seguridad Social,822619.4
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1903,VICECONSEJERÍA DE EMPLEO Y RELACIONES LA,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322C,ORIENTACIÓN E I. EN EL MERCADO DE TRABAJ,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16001,Otras,39340.3
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1903,VICECONSEJERÍA DE EMPLEO Y RELACIONES LA,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322C,ORIENTACIÓN E I. EN EL MERCADO DE TRABAJ,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",162,Gtos prest sociales fun y,16212,Formación y perfeccionamiento con factur,2976.6
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1903,VICECONSEJERÍA DE EMPLEO Y RELACIONES LA,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322C,ORIENTACIÓN E I. EN EL MERCADO DE TRABAJ,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22602,Divulgación y campañas,69838.78
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1903,VICECONSEJERÍA DE EMPLEO Y RELACIONES LA,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322C,ORIENTACIÓN E I. EN EL MERCADO DE TRABAJ,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22605,Remun agentes med indep,1403.46
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1903,VICECONSEJERÍA DE EMPLEO Y RELACIONES LA,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322C,ORIENTACIÓN E I. EN EL MERCADO DE TRABAJ,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22606,"Reuniones, confer y curs",730.85
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1903,VICECONSEJERÍA DE EMPLEO Y RELACIONES LA,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322C,ORIENTACIÓN E I. EN EL MERCADO DE TRABAJ,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22607,Oposiciones y pruebas sel,3824.97
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1903,VICECONSEJERÍA DE EMPLEO Y RELACIONES LA,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322C,ORIENTACIÓN E I. EN EL MERCADO DE TRABAJ,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22616,"Reuniones, conferencias y cursos con fac",4094.93
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1903,VICECONSEJERÍA DE EMPLEO Y RELACIONES LA,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322C,ORIENTACIÓN E I. EN EL MERCADO DE TRABAJ,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22703,Postales,1144.66
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1903,VICECONSEJERÍA DE EMPLEO Y RELACIONES LA,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322C,ORIENTACIÓN E I. EN EL MERCADO DE TRABAJ,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22706,Estudios y trabajos técn,67950.91
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1903,VICECONSEJERÍA DE EMPLEO Y RELACIONES LA,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322C,ORIENTACIÓN E I. EN EL MERCADO DE TRABAJ,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22709,Otros,5808.0
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1903,VICECONSEJERÍA DE EMPLEO Y RELACIONES LA,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322C,ORIENTACIÓN E I. EN EL MERCADO DE TRABAJ,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23,INDEMNICACIONES SERVICIO,230,Dietas y locomoción,23000,A personal funcionario,8872.73
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1903,VICECONSEJERÍA DE EMPLEO Y RELACIONES LA,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322C,ORIENTACIÓN E I. EN EL MERCADO DE TRABAJ,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23,INDEMNICACIONES SERVICIO,230,Dietas y locomoción,23010,A personal funcionario y no laboral con,146.6
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1903,VICECONSEJERÍA DE EMPLEO Y RELACIONES LA,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322C,ORIENTACIÓN E I. EN EL MERCADO DE TRABAJ,4,TRANSFERENC CORRIENTES,48,A FAMILIAS E INST. SFL,486,En mat empleo y formación,4863E,Miembros Cons Relac Labor,500000.0
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1903,VICECONSEJERÍA DE EMPLEO Y RELACIONES LA,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322C,ORIENTACIÓN E I. EN EL MERCADO DE TRABAJ,6,INVERSIONES REALES,60,PROYECTOS INVERSIÓN NUEVA,602,Edif y otras construccion,60200,Edif y otras construccion,21742.18
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1903,VICECONSEJERÍA DE EMPLEO Y RELACIONES LA,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322C,ORIENTACIÓN E I. EN EL MERCADO DE TRABAJ,6,INVERSIONES REALES,60,PROYECTOS INVERSIÓN NUEVA,605,Mobiliario y enseres,60500,Mobiliario y enseres,10532.44
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1903,VICECONSEJERÍA DE EMPLEO Y RELACIONES LA,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322C,ORIENTACIÓN E I. EN EL MERCADO DE TRABAJ,6,INVERSIONES REALES,60,PROYECTOS INVERSIÓN NUEVA,606,Equip proces información,60600,Equip proces información,14372.17
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1903,VICECONSEJERÍA DE EMPLEO Y RELACIONES LA,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322C,ORIENTACIÓN E I. EN EL MERCADO DE TRABAJ,6,INVERSIONES REALES,61,P. INVERSIÓN REPOSICIÓN,612,Edif y otras construccion,61200,Edif y otras construccion,325157.72
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1903,VICECONSEJERÍA DE EMPLEO Y RELACIONES LA,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322C,ORIENTACIÓN E I. EN EL MERCADO DE TRABAJ,6,INVERSIONES REALES,61,P. INVERSIÓN REPOSICIÓN,613,"Maquin, instal y utillaje",61300,Maquinaria,32395.74
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1903,VICECONSEJERÍA DE EMPLEO Y RELACIONES LA,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322C,ORIENTACIÓN E I. EN EL MERCADO DE TRABAJ,6,INVERSIONES REALES,61,P. INVERSIÓN REPOSICIÓN,615,Mobiliario y enseres,61500,Mobiliario y enseres,14685.62
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1903,VICECONSEJERÍA DE EMPLEO Y RELACIONES LA,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322C,ORIENTACIÓN E I. EN EL MERCADO DE TRABAJ,6,INVERSIONES REALES,61,P. INVERSIÓN REPOSICIÓN,616,Equip proces información,61600,Equip proces información,12519.87
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,1,GASTOS DE PERSONAL,10,ALTOS CARGOS,100,Retr bás y ot rem alt car,10000,Retribuciones básicas,55246.63
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12000,Sueldos del Grupo A1 y A,423364.96
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12001,Sueldos del Grupo A2 y B,435467.06
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12002,Sueldos del Grupo C1 y C,93443.34
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12003,Sueldos del Grupo C2 y D,362428.19
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12008,Antigüedad,238191.22
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12009,Sustituciones,4124.0
19,"ECONOMÍA, EMPRESAS Y EMPLEO",1907,"DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA",7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,72,INDUSTRIA Y ENERGÍA,722A,POLÍTICA INDUSTRIAL Y ENERGÉTICA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12100,Complemento de destino,761970.28
