#Sección,b,Dirección General,d,Grupo de Función,f,Función,h,Programa,j,Capítulo,l,Artículo,n,o,Concepto,Subconcepto,r,Obligado
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12001,Sueldos del Grupo A2 y B,29982.62
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12002,Sueldos del Grupo C1 y C,43150.64
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12007,Func interinos temporales,6706.15
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12008,Antigüedad,18622.08
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12100,Complemento de destino,71124.07
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12101,Complementos específicos,159198.99
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12102,Otros complementos,1094.06
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12107,Funcionarios interinos para programas te,12940.08
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12148,Complemento por Incapacidad Temporal,7681.95
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16000,Seguridad Social,95822.52
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16001,Otras,17451.65
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIÓN, MANTENIMIENTO",213,"Maquin, instal y utillaje",21300,"Maquin, instal y utillaje",3622.73
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIÓN, MANTENIMIENTO",216,Equip procesos informac,21600,Equip procesos informac,1940.54
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",220,Material de oficina,22002,Material informát no inv,0.0
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22782,Serv carácter informático,90553.44
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,4,TRANSFERENCIAS CORRIENTES,42,A EE.PP. DE JCCM,420,A empr púbicas Junta,42003,"Gestión Ambiental de Castilla-La Mancha,",360000.0
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,4,TRANSFERENCIAS CORRIENTES,43,"A LA A.E., OO.AA. Y OTROS",430,"A AA.EE, OO.AA, empr púb",43000,"A AA.EE, OO.AA, empr púb",559496.49
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIEN,624,Equipos para procesos de información,62400,Equip procesos informa,
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,6,INVERSIONES REALES,64,INVERSIÓN NUEVA DE CARÁCTER INMATERIAL,640,Inversión nueva de inmovilizado inmateri,64003,Aplicaciones informática,495685.78
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,6,INVERSIONES REALES,65,INVERSIÓN DE REPOSICIÓN DE CARÁCTER INMA,650,Inversión de reposición de inmovilizado,65003,Aplicaciones informática,3946.66
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",1,GASTOS DE PERSONAL,10,ALTOS CARGOS,100,Retr bás y ot rem alt car,10000,Retribuciones básicas,285966.99
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",1,GASTOS DE PERSONAL,11,PERSONAL EVENTUAL,110,Retr bás y ot rem p event,11000,Retribuciones básicas,43485.76
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",1,GASTOS DE PERSONAL,11,PERSONAL EVENTUAL,110,Retr bás y ot rem p event,11001,Otras remuneraciones,121707.73
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12000,Sueldos del Grupo A1 y A,1215925.34
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12001,Sueldos del Grupo A2 y B,2501338.3
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12002,Sueldos del Grupo C1 y C,462651.06
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12003,Sueldos del Grupo C2 y D,1044301.38
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12008,Antigüedad,1100359.96
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12009,Sustituciones,25880.77
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12100,Complemento de destino,3041279.01
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12101,Complementos específicos,4979157.97
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12102,Otros complementos,69678.96
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12109,Sustituciones,33989.25
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12148,Complemento por Incapacidad Temporal,161897.2
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),130,Retrib bás person laboral,13002,Sueldos del grupo III,53741.85
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),130,Retrib bás person laboral,13003,Sueldos del grupo IV,159899.36
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),130,Retrib bás person laboral,13004,Sueldos del grupo V,420118.87
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),130,Retrib bás person laboral,13008,Antigüedad,146353.56
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),130,Retrib bás person laboral,13009,Sustituciones. Ret. básic,8387.45
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),131,Retrib compl pers laboral,13101,Complementos específicos,63503.05
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),131,Retrib compl pers laboral,13102,Otros complementos,12877.8
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),131,Retrib compl pers laboral,13109,Sustituciones. Ret. compl,659.57
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),131,Retrib compl pers laboral,13148,Complemento por Incapacidad Temporal,12436.15
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16000,Seguridad Social,4210835.27
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16001,Otras,227679.32
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",162,Gtos prest sociales fun y,16202,Formación y perfeccionami,9160.0
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",162,Gtos prest sociales fun y,16212,Formación y perfeccionam. Activs empresa,1000.0
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",163,Gastos y presta laborales,16305,Acción social,887.72
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,20,ARRENDAMIENTOS Y CÁNONES,202,Edif y otras construccion,20200,Edif y otras construccion,20336.78
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,20,ARRENDAMIENTOS Y CÁNONES,203,"Maquin, instal y utillaje",20300,"Maquin, instal y utillaje",
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,20,ARRENDAMIENTOS Y CÁNONES,205,Mobiliario y enseres,20500,Mobiliario y enseres,3286.56
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,20,ARRENDAMIENTOS Y CÁNONES,206,Equip procesos informac,20600,Equip procesos informac,5677.35
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIÓN, MANTENIMIENTO",212,Edif y otras construccion,21200,Edif y otras construccion,146251.31
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIÓN, MANTENIMIENTO",213,"Maquin, instal y utillaje",21300,"Maquin, instal y utillaje",17137.93
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIÓN, MANTENIMIENTO",214,Elementos de transporte,21400,Elementos de transporte,37586.62
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIÓN, MANTENIMIENTO",215,Mobiliario y enseres,21500,Mobiliario y enseres,60474.0
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIÓN, MANTENIMIENTO",216,Equip procesos informac,21600,Equip procesos informac,255.62
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",220,Material de oficina,22000,Ordinario no inventariabl,24218.71
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",220,Material de oficina,22001,"Prensa, revistas, libros",16082.41
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",220,Material de oficina,22002,Material informát no inv,2839.49
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",221,Suministros,22100,Energía eléctrica,206900.06
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",221,Suministros,22101,Agua,8033.91
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",221,Suministros,22102,Gas,76012.53
21,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",2102,SECRETARÍA GENERAL,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,71,"AGRICULTURA, GANADERÍA Y DESARROLLO RURA",711A,"DIRECCIÓN Y S.G. DE AGRICULTURA, GAND Y",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",221,Suministros,22103,Combustible,78165.7
