#Sección,Des. Sección,O. Gestor,Des. O. Gestor,Centro Gestor,Des. C. Gestor,G. Función,Des. G. Función,i,j,Programa,Des. Programa,Capítulo,Des. Capítulo,Artículo,Des. Artículo,Concepto,Des. Concepto,Subconcepto,Des. Subconcepto,Pos. Presupuestaria,Fondo,Des. Fondo,Proyecto,Des. Proyecto,Presupuesto  - 2024
23,DESARROLLO SOSTENIBLE,2304,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,23040000,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442C,GESTIÓN Y PROTECCIÓN DE ESPACIOS NATURALES,6,INVERSIONES REALES,65,INVERSIÓN DE REPOSICIÓN DE CARÁCTER INMATERIAL,650,Inversión de reposición de inmovilizado inmaterial,65000,Gastos de investigación,G/442C/65000,0000001533,Sostenibilidad. FEADER,JCCM/0000018846,INVERSIONES ESPACIOS NATURALES,45010
23,DESARROLLO SOSTENIBLE,2304,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,23040000,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442C,GESTIÓN Y PROTECCIÓN DE ESPACIOS NATURALES,6,INVERSIONES REALES,65,INVERSIÓN DE REPOSICIÓN DE CARÁCTER INMATERIAL,650,Inversión de reposición de inmovilizado inmaterial,65000,Gastos de investigación,G/442C/65000,FPA0001533,Sostenibilidad. FEADER,JCCM/0000018846,INVERSIONES ESPACIOS NATURALES,9550
23,DESARROLLO SOSTENIBLE,2304,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,23040000,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442C,GESTIÓN Y PROTECCIÓN DE ESPACIOS NATURALES,6,INVERSIONES REALES,69,INVERSIÓN GESTIONADA PARA OTROS ENTES PÚBLIC,690,Invers nueva gestionada para otros entes públicos,69000,Invers nueva gestionada para otros entes públicos,G/442C/69000,0000001533,Sostenibilidad. FEADER,JCCM/0000017874,RECUPERACIÓN Y CONSERVACIÓN ESP. PROTE,99000
23,DESARROLLO SOSTENIBLE,2304,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,23040000,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442C,GESTIÓN Y PROTECCIÓN DE ESPACIOS NATURALES,6,INVERSIONES REALES,69,INVERSIÓN GESTIONADA PARA OTROS ENTES PÚBLIC,690,Invers nueva gestionada para otros entes públicos,69000,Invers nueva gestionada para otros entes públicos,G/442C/69000,0000011302,Infraestructuras áreas protegidas FEADER,JCCM/0000018846,INVERSIONES ESPACIOS NATURALES,412500
23,DESARROLLO SOSTENIBLE,2304,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,23040000,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442C,GESTIÓN Y PROTECCIÓN DE ESPACIOS NATURALES,6,INVERSIONES REALES,69,INVERSIÓN GESTIONADA PARA OTROS ENTES PÚBLIC,690,Invers nueva gestionada para otros entes públicos,69000,Invers nueva gestionada para otros entes públicos,G/442C/69000,FPA0001533,Sostenibilidad. FEADER,JCCM/0000017874,RECUPERACIÓN Y CONSERVACIÓN ESP. PROTE,21000
23,DESARROLLO SOSTENIBLE,2304,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,23040000,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442C,GESTIÓN Y PROTECCIÓN DE ESPACIOS NATURALES,6,INVERSIONES REALES,69,INVERSIÓN GESTIONADA PARA OTROS ENTES PÚBLIC,690,Invers nueva gestionada para otros entes públicos,69000,Invers nueva gestionada para otros entes públicos,G/442C/69000,FPA0011302,Infraestructuras áreas protegidas FEADER,JCCM/0000018846,INVERSIONES ESPACIOS NATURALES,87500
23,DESARROLLO SOSTENIBLE,2304,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,23040000,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442C,GESTIÓN Y PROTECCIÓN DE ESPACIOS NATURALES,6,INVERSIONES REALES,69,INVERSIÓN GESTIONADA PARA OTROS ENTES PÚBLIC,690,Invers nueva gestionada para otros entes públicos,69000,Invers nueva gestionada para otros entes públicos,G/442C/69000,FPA0090014,MECANISMO RECUPERACIÓN Y RESILIENCIA. UE,JCCM/MRR04I2102,ACTUACIONES RESERVA DE LA BIOSFERA INVER,200000
23,DESARROLLO SOSTENIBLE,2304,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,23040000,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442C,GESTIÓN Y PROTECCIÓN DE ESPACIOS NATURALES,6,INVERSIONES REALES,69,INVERSIÓN GESTIONADA PARA OTROS ENTES PÚBLIC,690,Invers nueva gestionada para otros entes públicos,69000,Invers nueva gestionada para otros entes públicos,G/442C/69000,FPA0090014,MECANISMO RECUPERACIÓN Y RESILIENCIA. UE,JCCM/MRR04I2238,CONSERVACIÓN HUMEDALES CLM,500000
23,DESARROLLO SOSTENIBLE,2304,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,23040000,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442C,GESTIÓN Y PROTECCIÓN DE ESPACIOS NATURALES,6,INVERSIONES REALES,69,INVERSIÓN GESTIONADA PARA OTROS ENTES PÚBLIC,690,Invers nueva gestionada para otros entes públicos,69000,Invers nueva gestionada para otros entes públicos,G/442C/69000,FPA0090014,MECANISMO RECUPERACIÓN Y RESILIENCIA. UE,JCCM/MRR04I3244,ECOSISTEMAS FORESTALES RN 2000-INVERSIÓN,200000
23,DESARROLLO SOSTENIBLE,2304,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,23040000,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442C,GESTIÓN Y PROTECCIÓN DE ESPACIOS NATURALES,6,INVERSIONES REALES,69,INVERSIÓN GESTIONADA PARA OTROS ENTES PÚBLIC,690,Invers nueva gestionada para otros entes públicos,69000,Invers nueva gestionada para otros entes públicos,G/442C/69000,FPA0090014,MECANISMO RECUPERACIÓN Y RESILIENCIA. UE,JCCM/MRR04I2067,INVERSIÓN ADAPTACIÓN LINEAS ELÉCTRICAS,450000
23,DESARROLLO SOSTENIBLE,2304,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,23040000,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442C,GESTIÓN Y PROTECCIÓN DE ESPACIOS NATURALES,6,INVERSIONES REALES,69,INVERSIÓN GESTIONADA PARA OTROS ENTES PÚBLIC,691,Inv de reposición gestionada para otros entes púb,69100,Inv de reposición gestionada para otros entes púb,G/442C/69100,FPA0090014,MECANISMO RECUPERACIÓN Y RESILIENCIA. UE,JCCM/MRR04I2104,ACTUACIONES LINCE. EJECUCIÓN DIRECTA,750000
23,DESARROLLO SOSTENIBLE,2304,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,23040000,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442C,GESTIÓN Y PROTECCIÓN DE ESPACIOS NATURALES,6,INVERSIONES REALES,69,INVERSIÓN GESTIONADA PARA OTROS ENTES PÚBLIC,699,Otras inversiones,69900,Otras inversiones,G/442C/69900,FPA0000099,LIFE connect ricoti,JCCM/0000017874,RECUPERACIÓN Y CONSERVACIÓN ESP. PROTE,81820
23,DESARROLLO SOSTENIBLE,2304,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,23040000,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442C,GESTIÓN Y PROTECCIÓN DE ESPACIOS NATURALES,6,INVERSIONES REALES,69,INVERSIÓN GESTIONADA PARA OTROS ENTES PÚBLIC,699,Otras inversiones,69900,Otras inversiones,G/442C/69900,FPA0090014,MECANISMO RECUPERACIÓN Y RESILIENCIA. UE,JCCM/MRR14I1215,GESTIÓN USO PÚBLICO EN ÁREAS PROTEGIDAS,2000000
23,DESARROLLO SOSTENIBLE,2304,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,23040000,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442C,GESTIÓN Y PROTECCIÓN DE ESPACIOS NATURALES,6,INVERSIONES REALES,69,INVERSIÓN GESTIONADA PARA OTROS ENTES PÚBLIC,699,Otras inversiones,69900,Otras inversiones,G/442C/69900,FPA0090014,MECANISMO RECUPERACIÓN Y RESILIENCIA. UE,JCCM/MRR04I2105,POLINIZADORES Y EXÓTICAS INVASORA INVERS,500000
23,DESARROLLO SOSTENIBLE,2304,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,23040000,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442C,GESTIÓN Y PROTECCIÓN DE ESPACIOS NATURALES,6,INVERSIONES REALES,69,INVERSIÓN GESTIONADA PARA OTROS ENTES PÚBLIC,699,Otras inversiones,69900,Otras inversiones,G/442C/69900,FPA0090014,MECANISMO RECUPERACIÓN Y RESILIENCIA. UE,JCCM/MRR04I3281,RESTAUR ECOSIS AFECT MINAS - INFORMES,84000
23,DESARROLLO SOSTENIBLE,2304,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,23040000,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442C,GESTIÓN Y PROTECCIÓN DE ESPACIOS NATURALES,6,INVERSIONES REALES,69,INVERSIÓN GESTIONADA PARA OTROS ENTES PÚBLIC,699,Otras inversiones,69900,Otras inversiones,G/442C/69900,FPA0090014,MECANISMO RECUPERACIÓN Y RESILIENCIA. UE,JCCM/MRR04I3283,RESTAUR ECOSIS AFECT MINAS - PEÑALÉN,215000
23,DESARROLLO SOSTENIBLE,2304,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,23040000,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442C,GESTIÓN Y PROTECCIÓN DE ESPACIOS NATURALES,6,INVERSIONES REALES,69,INVERSIÓN GESTIONADA PARA OTROS ENTES PÚBLIC,699,Otras inversiones,69900,Otras inversiones,G/442C/69900,FPA0090014,MECANISMO RECUPERACIÓN Y RESILIENCIA. UE,JCCM/MRR04I3282,RESTAUR ECOSIS MINAS - VILLAMAYOR DE CAL,1347000
23,DESARROLLO SOSTENIBLE,2304,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,23040000,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442C,GESTIÓN Y PROTECCIÓN DE ESPACIOS NATURALES,7,TRANSFERENCIAS DE CAPITAL,72,A ENTIDADES PÚBLICAS DE LA JUNTA,722,A Universidades públicas,72200,A Universidades públicas,G/442C/72200,FPA0090014,MECANISMO RECUPERACIÓN Y RESILIENCIA. UE,JCCM/MRR04I2246,RESERVA BIOSFERA ALTO TURIA Y CABRIEL,72540
23,DESARROLLO SOSTENIBLE,2304,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,23040000,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442C,GESTIÓN Y PROTECCIÓN DE ESPACIOS NATURALES,7,TRANSFERENCIAS DE CAPITAL,72,A ENTIDADES PÚBLICAS DE LA JUNTA,722,A Universidades públicas,72200,A Universidades públicas,G/442C/72200,FPA0090014,MECANISMO RECUPERACIÓN Y RESILIENCIA. UE,JCCM/MRR04I2247,RESERVA BIOSFERA MANCHA HUMEDA,35000
23,DESARROLLO SOSTENIBLE,2304,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,23040000,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442C,GESTIÓN Y PROTECCIÓN DE ESPACIOS NATURALES,7,TRANSFERENCIAS DE CAPITAL,76,A CORPORACIONES LOCALES,763,En materia agropecuaria y medioambiental,76341,Actuaciones para la conservación de la naturaleza,G/442C/76341,FPA0090014,MECANISMO RECUPERACIÓN Y RESILIENCIA. UE,JCCM/MRR04I2004,CONV. AYUDAS MODIF.TENDIDOS ELÉCTRICOS,2280000
23,DESARROLLO SOSTENIBLE,2304,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,23040000,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442C,GESTIÓN Y PROTECCIÓN DE ESPACIOS NATURALES,7,TRANSFERENCIAS DE CAPITAL,76,A CORPORACIONES LOCALES,763,En materia agropecuaria y medioambiental,7634I,Actuaciones en la Red de Áreas Protegidas,G/442C/7634I,FPA0090014,MECANISMO RECUPERACIÓN Y RESILIENCIA. UE,JCCM/MRR04I2246,RESERVA BIOSFERA ALTO TURIA Y CABRIEL,290160
23,DESARROLLO SOSTENIBLE,2304,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,23040000,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442C,GESTIÓN Y PROTECCIÓN DE ESPACIOS NATURALES,7,TRANSFERENCIAS DE CAPITAL,76,A CORPORACIONES LOCALES,763,En materia agropecuaria y medioambiental,7634I,Actuaciones en la Red de Áreas Protegidas,G/442C/7634I,FPA0090014,MECANISMO RECUPERACIÓN Y RESILIENCIA. UE,JCCM/MRR04I2247,RESERVA BIOSFERA MANCHA HUMEDA,140000
23,DESARROLLO SOSTENIBLE,2304,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,23040000,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442C,GESTIÓN Y PROTECCIÓN DE ESPACIOS NATURALES,7,TRANSFERENCIAS DE CAPITAL,76,A CORPORACIONES LOCALES,763,En materia agropecuaria y medioambiental,7634K,Área de influencia de los parques nacionales,G/442C/7634K,0000000814,Zona influencia Parques Nacionales,JCCM/0000020245,SUBV.ÁREAS INFL SOCIOEC PARQUES NAC 2015,500000
23,DESARROLLO SOSTENIBLE,2304,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,23040000,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442C,GESTIÓN Y PROTECCIÓN DE ESPACIOS NATURALES,7,TRANSFERENCIAS DE CAPITAL,76,A CORPORACIONES LOCALES,763,En materia agropecuaria y medioambiental,7634K,Área de influencia de los parques nacionales,G/442C/7634K,FPA0090014,MECANISMO RECUPERACIÓN Y RESILIENCIA. UE,JCCM/MRR04I2101,ACTUACIONES ÁREAS INFLUENCIA PARQUES NAC,1600000
23,DESARROLLO SOSTENIBLE,2304,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,23040000,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442C,GESTIÓN Y PROTECCIÓN DE ESPACIOS NATURALES,7,TRANSFERENCIAS DE CAPITAL,77,A EMPRESAS PRIVADAS,773,En materia agropecuaria y medioambiental,77341,Actuaciones conservación de la naturaleza,G/442C/77341,FPA0090014,MECANISMO RECUPERACIÓN Y RESILIENCIA. UE,JCCM/MRR04I2004,CONV. AYUDAS MODIF.TENDIDOS ELÉCTRICOS,2280000
23,DESARROLLO SOSTENIBLE,2304,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,23040000,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442C,GESTIÓN Y PROTECCIÓN DE ESPACIOS NATURALES,7,TRANSFERENCIAS DE CAPITAL,77,A EMPRESAS PRIVADAS,773,En materia agropecuaria y medioambiental,7734I,Actuaciones en la Red de Áreas Protegidas,G/442C/7734I,FPA0090014,MECANISMO RECUPERACIÓN Y RESILIENCIA. UE,JCCM/MRR04I2246,RESERVA BIOSFERA ALTO TURIA Y CABRIEL,145080
23,DESARROLLO SOSTENIBLE,2304,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,23040000,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442C,GESTIÓN Y PROTECCIÓN DE ESPACIOS NATURALES,7,TRANSFERENCIAS DE CAPITAL,77,A EMPRESAS PRIVADAS,773,En materia agropecuaria y medioambiental,7734I,Actuaciones en la Red de Áreas Protegidas,G/442C/7734I,FPA0090014,MECANISMO RECUPERACIÓN Y RESILIENCIA. UE,JCCM/MRR04I2247,RESERVA BIOSFERA MANCHA HUMEDA,70000
23,DESARROLLO SOSTENIBLE,2304,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,23040000,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442C,GESTIÓN Y PROTECCIÓN DE ESPACIOS NATURALES,7,TRANSFERENCIAS DE CAPITAL,77,A EMPRESAS PRIVADAS,773,En materia agropecuaria y medioambiental,7734K,Área de influencia de los parques nacionales,G/442C/7734K,FPA0090014,MECANISMO RECUPERACIÓN Y RESILIENCIA. UE,JCCM/MRR04I2101,ACTUACIONES ÁREAS INFLUENCIA PARQUES NAC,300000
23,DESARROLLO SOSTENIBLE,2304,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,23040000,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442C,GESTIÓN Y PROTECCIÓN DE ESPACIOS NATURALES,7,TRANSFERENCIAS DE CAPITAL,78,A FAMILIAS E INSTITUCIONES SIN FIN DE LUCRO,783,En materia agropecuaria y mediambiental,78341,Actuaciones conservación de la naturaleza,G/442C/78341,FPA0090014,MECANISMO RECUPERACIÓN Y RESILIENCIA. UE,JCCM/MRR04I2004,CONV. AYUDAS MODIF.TENDIDOS ELÉCTRICOS,1140000
23,DESARROLLO SOSTENIBLE,2304,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,23040000,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442C,GESTIÓN Y PROTECCIÓN DE ESPACIOS NATURALES,7,TRANSFERENCIAS DE CAPITAL,78,A FAMILIAS E INSTITUCIONES SIN FIN DE LUCRO,783,En materia agropecuaria y mediambiental,7834I,Actuaciones en la Red de Áreas Protegidas,G/442C/7834I,FPA0090014,MECANISMO RECUPERACIÓN Y RESILIENCIA. UE,JCCM/MRR04I2246,RESERVA BIOSFERA ALTO TURIA Y CABRIEL,217620
23,DESARROLLO SOSTENIBLE,2304,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,23040000,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442C,GESTIÓN Y PROTECCIÓN DE ESPACIOS NATURALES,7,TRANSFERENCIAS DE CAPITAL,78,A FAMILIAS E INSTITUCIONES SIN FIN DE LUCRO,783,En materia agropecuaria y mediambiental,7834I,Actuaciones en la Red de Áreas Protegidas,G/442C/7834I,FPA0090014,MECANISMO RECUPERACIÓN Y RESILIENCIA. UE,JCCM/MRR04I2247,RESERVA BIOSFERA MANCHA HUMEDA,105000
23,DESARROLLO SOSTENIBLE,2304,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,23040000,DIRECCIÓN GENERAL DE MEDIO NATURAL Y BIODIVERSIDAD,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442C,GESTIÓN Y PROTECCIÓN DE ESPACIOS NATURALES,7,TRANSFERENCIAS DE CAPITAL,78,A FAMILIAS E INSTITUCIONES SIN FIN DE LUCRO,783,En materia agropecuaria y mediambiental,7834K,Área de influencia de los parques nacionales,G/442C/7834K,FPA0090014,MECANISMO RECUPERACIÓN Y RESILIENCIA. UE,JCCM/MRR04I2101,ACTUACIONES ÁREAS INFLUENCIA PARQUES NAC,125000
23,DESARROLLO SOSTENIBLE,2305,DIRECCIÓN GRAL. DE ECONOMÍA CIRCULAR Y AGENDA 2030,23050000,DIRECCIÓN GRAL. DE ECONOMÍA CIRCULAR Y AGENDA 2030,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442E,PROMOCIÓN Y EDUCACIÓN AMBIENTAL,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12000,Sueldos del Grupo A1 y Grupo A,G/442E/12000,,,,,157290
23,DESARROLLO SOSTENIBLE,2305,DIRECCIÓN GRAL. DE ECONOMÍA CIRCULAR Y AGENDA 2030,23050000,DIRECCIÓN GRAL. DE ECONOMÍA CIRCULAR Y AGENDA 2030,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442E,PROMOCIÓN Y EDUCACIÓN AMBIENTAL,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12002,Sueldos del Grupo C1 y Grupo C,G/442E/12002,,,,,11770
23,DESARROLLO SOSTENIBLE,2305,DIRECCIÓN GRAL. DE ECONOMÍA CIRCULAR Y AGENDA 2030,23050000,DIRECCIÓN GRAL. DE ECONOMÍA CIRCULAR Y AGENDA 2030,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442E,PROMOCIÓN Y EDUCACIÓN AMBIENTAL,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12008,Antigüedad,G/442E/12008,,,,,52690
23,DESARROLLO SOSTENIBLE,2305,DIRECCIÓN GRAL. DE ECONOMÍA CIRCULAR Y AGENDA 2030,23050000,DIRECCIÓN GRAL. DE ECONOMÍA CIRCULAR Y AGENDA 2030,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442E,PROMOCIÓN Y EDUCACIÓN AMBIENTAL,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),121,Retribuciones complementarias,12100,Complemento de destino,G/442E/12100,,,,,100120
23,DESARROLLO SOSTENIBLE,2305,DIRECCIÓN GRAL. DE ECONOMÍA CIRCULAR Y AGENDA 2030,23050000,DIRECCIÓN GRAL. DE ECONOMÍA CIRCULAR Y AGENDA 2030,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442E,PROMOCIÓN Y EDUCACIÓN AMBIENTAL,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),121,Retribuciones complementarias,12101,Complementos específicos,G/442E/12101,,,,,177220
23,DESARROLLO SOSTENIBLE,2305,DIRECCIÓN GRAL. DE ECONOMÍA CIRCULAR Y AGENDA 2030,23050000,DIRECCIÓN GRAL. DE ECONOMÍA CIRCULAR Y AGENDA 2030,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442E,PROMOCIÓN Y EDUCACIÓN AMBIENTAL,1,GASTOS DE PERSONAL,13,LABORALES (EXCEPTO DE INSTITUCIONES SANITARIAS),130,Retribuciones básicas del personal laboral,13002,Sueldos del grupo III,G/442E/13002,,,,,120080
23,DESARROLLO SOSTENIBLE,2305,DIRECCIÓN GRAL. DE ECONOMÍA CIRCULAR Y AGENDA 2030,23050000,DIRECCIÓN GRAL. DE ECONOMÍA CIRCULAR Y AGENDA 2030,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442E,PROMOCIÓN Y EDUCACIÓN AMBIENTAL,1,GASTOS DE PERSONAL,13,LABORALES (EXCEPTO DE INSTITUCIONES SANITARIAS),130,Retribuciones básicas del personal laboral,13004,Sueldos del grupo V,G/442E/13004,,,,,37790
23,DESARROLLO SOSTENIBLE,2305,DIRECCIÓN GRAL. DE ECONOMÍA CIRCULAR Y AGENDA 2030,23050000,DIRECCIÓN GRAL. DE ECONOMÍA CIRCULAR Y AGENDA 2030,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER SOCIAL,,,442E,PROMOCIÓN Y EDUCACIÓN AMBIENTAL,1,GASTOS DE PERSONAL,13,LABORALES (EXCEPTO DE INSTITUCIONES SANITARIAS),130,Retribuciones básicas del personal laboral,13008,Antigüedad,G/442E/13008,,,,,29870
