#Sección,Des. Sección,O. Gestor,Des. O. Gestor,Centro Gestor,Des. C. Gestor,G. Función,Des. G. Función,Función,Des. Función,Programa,Des. Programa,Capítulo,Des. Capítulo,Artículo,Des. Artículo,Concepto,Des. Concepto,Subconcepto,Des. Subconcepto,Pos. Presupuestaria,Fondo,Des. Fondo,Proyecto,Des. Proyecto,Presupuesto fondos totales  2013
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",226,Gastos diversos,22602,Divulgación y campañas institucionales,G/322A/22602,,,,,26720.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",226,Gastos diversos,22606,"Reuniones, conferencias y cursos",G/322A/22606,,,,,12000.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23,INDEMNIZACIONES POR RAZÓN DEL SERVICIO,230,Dietas y locomoción,23000,A personal funcionario y no laboral,G/322A/23000,,,,,2000.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,4,TRANSFERENCIAS CORRIENTES,42,A ENTIDADES PÚBLICAS DE LA JUNTA,423,Fundaciones Públicas Regionales,42306,Jurado arbitral laboral de Castilla-La Mancha,G/322A/42306,,,JCCM/0000004095,JURADO ARBITRAL DE CASTILLA LA MANCHA,450000.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,4,TRANSFERENCIAS CORRIENTES,46,A CORPORACIONES LOCALES,466,En materia de empleo y formación,4661P,Integración laboral de los discapacitados,G/322A/4661P,30,Integración lab del minusválido OO.AA.EE,JCCM/0000018774,DECRETO CENT.ESPEC.EMPLEO CONV. 2012,90000.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,4,TRANSFERENCIAS CORRIENTES,47,A EMPRESAS PRIVADAS,476,En materia de empleo y formación,4761D,Autoempleo de hombres,G/322A/4761D,,,JCCM/0000019241,COOTITULARES EXPLOTAC. AGRARIAS CONV2012,950.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,4,TRANSFERENCIAS CORRIENTES,47,A EMPRESAS PRIVADAS,476,En materia de empleo y formación,4761D,Autoempleo de hombres,G/322A/4761D,,,JCCM/0000019242,COOTITULARES EXPLOTAC. AGRARIAS CONV2013,970.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,4,TRANSFERENCIAS CORRIENTES,47,A EMPRESAS PRIVADAS,476,En materia de empleo y formación,4761E,Autoempleo de mujeres,G/322A/4761E,,,JCCM/0000018511,AYUD.AFIL.S.SOCIAL EXP.AGRARIAS CONV2011,1180.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,4,TRANSFERENCIAS CORRIENTES,47,A EMPRESAS PRIVADAS,476,En materia de empleo y formación,4761E,Autoempleo de mujeres,G/322A/4761E,,,JCCM/0000013890,AYUDAS AFILIAC. S.SOCIAL COTITUL.EXP.AGR,4440.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,4,TRANSFERENCIAS CORRIENTES,47,A EMPRESAS PRIVADAS,476,En materia de empleo y formación,4761E,Autoempleo de mujeres,G/322A/4761E,,,JCCM/0000019241,COOTITULARES EXPLOTAC. AGRARIAS CONV2012,4500.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,4,TRANSFERENCIAS CORRIENTES,47,A EMPRESAS PRIVADAS,476,En materia de empleo y formación,4761E,Autoempleo de mujeres,G/322A/4761E,,,JCCM/0000019242,COOTITULARES EXPLOTAC. AGRARIAS CONV2013,4600.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,4,TRANSFERENCIAS CORRIENTES,47,A EMPRESAS PRIVADAS,476,En materia de empleo y formación,4761F,Autoempleo de discapacitados,G/322A/4761F,,,JCCM/0000019241,COOTITULARES EXPLOTAC. AGRARIAS CONV2012,1200.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,4,TRANSFERENCIAS CORRIENTES,47,A EMPRESAS PRIVADAS,476,En materia de empleo y formación,4761F,Autoempleo de discapacitados,G/322A/4761F,,,JCCM/0000019242,COOTITULARES EXPLOTAC. AGRARIAS CONV2013,1210.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,4,TRANSFERENCIAS CORRIENTES,47,A EMPRESAS PRIVADAS,476,En materia de empleo y formación,4761P,Integración laboral de los discapacitados,G/322A/4761P,,,JCCM/0000017334,CONTRATACION GERENTE DECRETO 2010,56000.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,4,TRANSFERENCIAS CORRIENTES,47,A EMPRESAS PRIVADAS,476,En materia de empleo y formación,4761P,Integración laboral de los discapacitados,G/322A/4761P,30,Integración lab del minusválido OO.AA.EE,JCCM/0000018507,DECRETO CENT.ESPEC.EMPLEO CONV. 2011,30000.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,4,TRANSFERENCIAS CORRIENTES,47,A EMPRESAS PRIVADAS,476,En materia de empleo y formación,4761P,Integración laboral de los discapacitados,G/322A/4761P,30,Integración lab del minusválido OO.AA.EE,JCCM/0000018774,DECRETO CENT.ESPEC.EMPLEO CONV. 2012,6340000.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,4,TRANSFERENCIAS CORRIENTES,47,A EMPRESAS PRIVADAS,476,En materia de empleo y formación,4761S,Acción por el empleo,G/322A/4761S,,,JCCM/0000019249,EMPRESAS DE INSERCIÓN CONV. 2013,150000.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,4,TRANSFERENCIAS CORRIENTES,47,A EMPRESAS PRIVADAS,476,En materia de empleo y formación,47631,Fondo regional de cooperativas y S.A.L.,G/322A/47631,,,JCCM/0000016696,AYUDAS COOPERATIVAS Y SALES DTO 2009,186280.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,4,TRANSFERENCIAS CORRIENTES,47,A EMPRESAS PRIVADAS,476,En materia de empleo y formación,47631,Fondo regional de cooperativas y S.A.L.,G/322A/47631,,,JCCM/0000019251,AYUDAS COOPERATIVAS Y SOC.LAB. CONV 2013,500000.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,4,TRANSFERENCIAS CORRIENTES,47,A EMPRESAS PRIVADAS,476,En materia de empleo y formación,47631,Fondo regional de cooperativas y S.A.L.,G/322A/47631,,,JCCM/0000013882,DESARROLLO MEJORA COMPETITIVIDAD CEE 08,22500.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,4,TRANSFERENCIAS CORRIENTES,47,A EMPRESAS PRIVADAS,476,En materia de empleo y formación,47631,Fondo regional de cooperativas y S.A.L.,G/322A/47631,,,JCCM/0000015523,DESARROLLO MEJORA COMPETITIVIDAD CEE 09,9000.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,4,TRANSFERENCIAS CORRIENTES,47,A EMPRESAS PRIVADAS,476,En materia de empleo y formación,47631,Fondo regional de cooperativas y S.A.L.,G/322A/47631,,,JCCM/0000004044,ECONOMÍA SOCIAL,4710.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,4,TRANSFERENCIAS CORRIENTES,47,A EMPRESAS PRIVADAS,476,En materia de empleo y formación,47631,Fondo regional de cooperativas y S.A.L.,G/322A/47631,,,JCCM/0000016698,F.S.E.-INCORP.SOCIOS COOPERAT.DECRET2009,148800.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,4,TRANSFERENCIAS CORRIENTES,48,A FAMILIAS E INSTITUCIONES SIN FIN DE LUCRO,480,A familias e instituciones sin fin de lucro,48000,A familias e instituciones sin fin de lucro,G/322A/48000,,,JCCM/0000017334,CONTRATACION GERENTE DECRETO 2010,58840.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,4,TRANSFERENCIAS CORRIENTES,48,A FAMILIAS E INSTITUCIONES SIN FIN DE LUCRO,480,A familias e instituciones sin fin de lucro,48000,A familias e instituciones sin fin de lucro,G/322A/48000,,,JCCM/0000013882,DESARROLLO MEJORA COMPETITIVIDAD CEE 08,21690.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,4,TRANSFERENCIAS CORRIENTES,48,A FAMILIAS E INSTITUCIONES SIN FIN DE LUCRO,480,A familias e instituciones sin fin de lucro,48000,A familias e instituciones sin fin de lucro,G/322A/48000,,,JCCM/0000015523,DESARROLLO MEJORA COMPETITIVIDAD CEE 09,9000.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,4,TRANSFERENCIAS CORRIENTES,48,A FAMILIAS E INSTITUCIONES SIN FIN DE LUCRO,486,En materia de empleo y formación,4861P,"Integración laboral de discapacitados,centros espe",G/322A/4861P,30,Integración lab del minusválido OO.AA.EE,JCCM/0000018507,DECRETO CENT.ESPEC.EMPLEO CONV. 2011,60000.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,4,TRANSFERENCIAS CORRIENTES,48,A FAMILIAS E INSTITUCIONES SIN FIN DE LUCRO,486,En materia de empleo y formación,4861P,"Integración laboral de discapacitados,centros espe",G/322A/4861P,30,Integración lab del minusválido OO.AA.EE,JCCM/0000018774,DECRETO CENT.ESPEC.EMPLEO CONV. 2012,1843000.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,4,TRANSFERENCIAS CORRIENTES,48,A FAMILIAS E INSTITUCIONES SIN FIN DE LUCRO,486,En materia de empleo y formación,48633,Ayudas asociaciones de empresas de economía social,G/322A/48633,,,JCCM/0000016696,AYUDAS COOPERATIVAS Y SALES DTO 2009,8330.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,4,TRANSFERENCIAS CORRIENTES,48,A FAMILIAS E INSTITUCIONES SIN FIN DE LUCRO,486,En materia de empleo y formación,48633,Ayudas asociaciones de empresas de economía social,G/322A/48633,50,Promoción de la economía social,JCCM/0000019137,FOMENTO Y DUFUSION EC.SOCIAL. CONV 2013,275000.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,4,TRANSFERENCIAS CORRIENTES,48,A FAMILIAS E INSTITUCIONES SIN FIN DE LUCRO,486,En materia de empleo y formación,4863E,Miembros del Consejo de Relaciones Laborales,G/322A/4863E,,,JCCM/0000018786,CONSEJO RELACIONES LABORALES 2012,38500.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,7,TRANSFERENCIAS DE CAPITAL,77,A EMPRESAS PRIVADAS,776,En materia de empleo y formación,7761A,Empleo autónomo hombres,G/322A/7761A,40,Promoción empleo autónomo. OO.AA.EE,JCCM/0000018506,DECRETO AUTOEMPLEO CONVOC. 2011,200000.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,7,TRANSFERENCIAS DE CAPITAL,77,A EMPRESAS PRIVADAS,776,En materia de empleo y formación,7761B,Empleo autónomo mujeres,G/322A/7761B,40,Promoción empleo autónomo. OO.AA.EE,JCCM/0000018506,DECRETO AUTOEMPLEO CONVOC. 2011,200000.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,7,TRANSFERENCIAS DE CAPITAL,77,A EMPRESAS PRIVADAS,776,En materia de empleo y formación,7761D,Autoempleo para hombres,G/322A/7761D,,,JCCM/0000018772,AUTOEMPLEO INVERSIONES CONV. 2012,100000.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,7,TRANSFERENCIAS DE CAPITAL,77,A EMPRESAS PRIVADAS,776,En materia de empleo y formación,7761E,Autoempleo para mujeres,G/322A/7761E,,,JCCM/0000018772,AUTOEMPLEO INVERSIONES CONV. 2012,100000.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,7,TRANSFERENCIAS DE CAPITAL,77,A EMPRESAS PRIVADAS,776,En materia de empleo y formación,7761P,Integración laboral de personas con discapacidad,G/322A/7761P,30,Integración lab del minusválido OO.AA.EE,JCCM/0000018507,DECRETO CENT.ESPEC.EMPLEO CONV. 2011,601000.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,7,TRANSFERENCIAS DE CAPITAL,77,A EMPRESAS PRIVADAS,776,En materia de empleo y formación,77631,Fondo regional de cooperativas y S.A.L,G/322A/77631,,,JCCM/0000019251,AYUDAS COOPERATIVAS Y SOC.LAB. CONV 2013,700000.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,7,TRANSFERENCIAS DE CAPITAL,77,A EMPRESAS PRIVADAS,776,En materia de empleo y formación,77631,Fondo regional de cooperativas y S.A.L,G/322A/77631,,,JCCM/0000018783,DECRETO COOPERATIVAS CONV. 2012,900000.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,7,TRANSFERENCIAS DE CAPITAL,78,A FAMILIAS E INSTITUCIONES SIN FIN DE LUCRO,786,En materia de empleo y formación,7861P,Integración laboral de personas con discapacidad,G/322A/7861P,30,Integración lab del minusválido OO.AA.EE,JCCM/0000018507,DECRETO CENT.ESPEC.EMPLEO CONV. 2011,180000.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,7,TRANSFERENCIAS DE CAPITAL,78,A FAMILIAS E INSTITUCIONES SIN FIN DE LUCRO,786,En materia de empleo y formación,78633,Asociaciones de empresas de economía social,G/322A/78633,,,JCCM/0000018783,DECRETO COOPERATIVAS CONV. 2012,20000.0
19,EMPLEO Y ECONOMÍA,1903,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,19030000,DG DE RELACIONES LABORALES Y SEGUR Y SALUD LABORAL,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,322A,FOMENTO DEL AUTOEMPLEO Y RELACIONES LABORALES,8,ACTIVOS FINANCIEROS,82,CONCESIÓN DE PRÉSTAMOS,821,A largo plazo,82105,Otros préstamos y anticipos concedidos,G/322A/82105,,,,,900000.0
19,EMPLEO Y ECONOMÍA,1908,DIRECCIÓN GENERAL DE EMPLEO Y JUVENTUD,19080000,DIRECCIÓN GENERAL DE EMPLEO Y JUVENTUD,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,321A,DIR. Y SERV. GRALES. EMPLEO Y ECONOMÍA,1,GASTOS DE PERSONAL,10,ALTOS CARGOS,100,Retribuc básicas y otras remunerac altos cargos,10000,Retribuciones básicas,G/321A/10000,,,,,59010.0
19,EMPLEO Y ECONOMÍA,1908,DIRECCIÓN GENERAL DE EMPLEO Y JUVENTUD,19080000,DIRECCIÓN GENERAL DE EMPLEO Y JUVENTUD,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",32,PROMOCIÓN SOCIAL,321A,DIR. Y SERV. GRALES. EMPLEO Y ECONOMÍA,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12000,Sueldos del Grupo A1 y Grupo A,G/321A/12000,,,,,275890.0
