#Sección,Denominación Sección,Órgano Gestor,Denominación Órgano Gestor,Capítulo,Denominación Capítulo,Artículo,Denominación Artículo,Concepto,Denominación Concepto,Subconcepto,Denominación Subconcepto,Derechos Reconocidos
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E., OO.AA., EE.PP",432,De diversos Ministerios,43216,Cese anticipado,1568431.65
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E., OO.AA., EE.PP",432,De diversos Ministerios,43217,Plan nacional apícola,112537.92
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E., OO.AA., EE.PP",432,De diversos Ministerios,43218,Zonas desfavorecidas,4536638.62
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E., OO.AA., EE.PP",432,De diversos Ministerios,43252,Const y func agrup produc,
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,4,TRANSFERENCIAS CORRIENTES,48,DE FAMILIAS E INSTIT. SFL,480,De familias e instit sfl,48000,De familias e instit sfl,160065.01
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,4,TRANSFERENCIAS CORRIENTES,49,DEL EXTERIOR,492,Fondo euro agrario.FEADER,49200,Fondo euro agrario.FEADER,41631301.59
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,4,TRANSFERENCIAS CORRIENTES,49,DEL EXTERIOR,493,FEAGA,49300,Aceite de oliva,2867711.63
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,4,TRANSFERENCIAS CORRIENTES,49,DEL EXTERIOR,493,FEAGA,49301,Leche escolar,8806.92
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,4,TRANSFERENCIAS CORRIENTES,49,DEL EXTERIOR,493,FEAGA,49308,Regulación sector vitivin,122444254.52
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,4,TRANSFERENCIAS CORRIENTES,49,DEL EXTERIOR,493,FEAGA,49309,Otros ingresos FEAGA,722600618.05
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,4,TRANSFERENCIAS CORRIENTES,49,DEL EXTERIOR,493,FEAGA,49317,Ayuda forrajes desecados,1995498.92
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,4,TRANSFERENCIAS CORRIENTES,49,DEL EXTERIOR,493,FEAGA,49319,Restit prod almidón y féc,
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,4,TRANSFERENCIAS CORRIENTES,49,DEL EXTERIOR,493,FEAGA,49321,Programa Nacional Apícola,237272.1
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,4,TRANSFERENCIAS CORRIENTES,49,DEL EXTERIOR,499,Otras transferencias,49900,Otras transferencias,59432.4
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,5,INGRESOS PATRIMONIALES,51,INTERESES DE ANTICIPOS,511,Intereses largo plazo,51100,Intereses largo plazo,340169
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,5,INGRESOS PATRIMONIALES,52,INTERESES DE DEPÓSITOS,520,Intereses cuentas bancar,52000,Intereses cuentas bancar,28806.44
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,5,INGRESOS PATRIMONIALES,54,RENTA DE BIENES INMUEBLES,540,Alquileres y p. inmuebles,54000,Alquileres y prod inmuebl,22193.36
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,5,INGRESOS PATRIMONIALES,55,"PRODUCTOS, CONCESIONES",550,Concesiones administrativ,55000,Concesiones administrativ,1145308.69
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,5,INGRESOS PATRIMONIALES,55,"PRODUCTOS, CONCESIONES",551,Aprovecham agrícola y for,55100,Aprovecham agrícola y for,683389.73
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,5,INGRESOS PATRIMONIALES,55,"PRODUCTOS, CONCESIONES",559,Otras concesiones y aprov,55900,Otras concesiones y aprov,74595.55
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,6,ENAJENACIÓN INVERSIONES R,60,DE TERRENOS,603,Venta terrenos no urbanos,60300,Venta terrenos no urbanos,48302.25
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,6,ENAJENACIÓN INVERSIONES R,61,DE LAS DEMÁS INVERSIONES,610,Venta de viviendas,61000,Venta de viviendas,15836.87
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,6,ENAJENACIÓN INVERSIONES R,61,DE LAS DEMÁS INVERSIONES,612,Venta de maquinaria,61200,Venta de maquinaria,2510
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,6,ENAJENACIÓN INVERSIONES R,61,DE LAS DEMÁS INVERSIONES,615,Venta elementos transport,61500,Venta elementos transport,5450
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,6,ENAJENACIÓN INVERSIONES R,61,DE LAS DEMÁS INVERSIONES,618,Venta de semovientes,61800,Venta de semovientes,43291.02
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,6,ENAJENACIÓN INVERSIONES R,61,DE LAS DEMÁS INVERSIONES,619,Venta otras invers reales,61900,Venta otras invers reales,550094.2
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,6,ENAJENACIÓN INVERSIONES R,68,REINTEGROS O. DE CAPITAL,680,De ejercicios cerrados,68000,De transferencias capital,3331758.39
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,6,ENAJENACIÓN INVERSIONES R,68,REINTEGROS O. DE CAPITAL,680,De ejercicios cerrados,68001,De inversiones reales,12410.77
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,6,ENAJENACIÓN INVERSIONES R,68,REINTEGROS O. DE CAPITAL,681,De presupuesto corriente,68100,De transferencias capital,
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,7,TRANSFERENCIAS DE CAPITAL,70,DE LA JCCM,700,De la JCCM,70000,De la JCCM,149205.5
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,7,TRANSFERENCIAS DE CAPITAL,73,"DE A.E., OO.AA., EE.PP.",732,De diversos Ministerios,73200,De diversos Ministerios,20080380.42
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,7,TRANSFERENCIAS DE CAPITAL,73,"DE A.E., OO.AA., EE.PP.",732,De diversos Ministerios,73210,Conv estadísticas agraria,142196.8
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,7,TRANSFERENCIAS DE CAPITAL,73,"DE A.E., OO.AA., EE.PP.",732,De diversos Ministerios,73212,Fomento asociac agrario,750000
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,7,TRANSFERENCIAS DE CAPITAL,73,"DE A.E., OO.AA., EE.PP.",732,De diversos Ministerios,73214,Lucha contra enfermedades,
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,7,TRANSFERENCIAS DE CAPITAL,73,"DE A.E., OO.AA., EE.PP.",732,De diversos Ministerios,73215,Industrias agroalimentar,7275782.4
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,7,TRANSFERENCIAS DE CAPITAL,73,"DE A.E., OO.AA., EE.PP.",732,De diversos Ministerios,73218,Reforestación,4979258.94
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,7,TRANSFERENCIAS DE CAPITAL,73,"DE A.E., OO.AA., EE.PP.",732,De diversos Ministerios,73219,Plan nacional apícola,36031.16
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,7,TRANSFERENCIAS DE CAPITAL,73,"DE A.E., OO.AA., EE.PP.",732,De diversos Ministerios,73234,Ind y mercados pesqueros,509992
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,7,TRANSFERENCIAS DE CAPITAL,73,"DE A.E., OO.AA., EE.PP.",734,De OO.AA. estatales,73400,De OO.AA. estatales,1836077.98
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,7,TRANSFERENCIAS DE CAPITAL,76,DE CORPORACIONES LOCALES,760,De ayuntamientos,76001,Fondo de mejora de montes,499616.97
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,7,TRANSFERENCIAS DE CAPITAL,78,DE FAMILIAS E INSTIT. SFL,780,De familias e instit sfl,78000,De familias e instit sfl,822259.17
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,7,TRANSFERENCIAS DE CAPITAL,79,DEL EXTERIOR,791,Fondo de cohesión,79100,Fondo de cohesión,
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,7,TRANSFERENCIAS DE CAPITAL,79,DEL EXTERIOR,792,Fondo euro agrario.FEADER,79200,Fondo europeo Agrario,59638171.64
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,7,TRANSFERENCIAS DE CAPITAL,79,DEL EXTERIOR,792,Fondo euro agrario.FEADER,79205,Proyecto LIFE,
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,7,TRANSFERENCIAS DE CAPITAL,79,DEL EXTERIOR,792,Fondo euro agrario.FEADER,79216,Ind y mercados agroalimen,26480157.84
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,7,TRANSFERENCIAS DE CAPITAL,79,DEL EXTERIOR,793,FEAGA,79300,FEAGA,3612012.29
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,7,TRANSFERENCIAS DE CAPITAL,79,DEL EXTERIOR,793,FEAGA,79302,Reconversión de viñedos,34892699.4
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,7,TRANSFERENCIAS DE CAPITAL,79,DEL EXTERIOR,793,FEAGA,79321,Programa nacional apícola,72062.11
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,7,TRANSFERENCIAS DE CAPITAL,79,DEL EXTERIOR,799,Otras transferencias,79900,Otras transferencias,63830.42
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,7,TRANSFERENCIAS DE CAPITAL,79,DEL EXTERIOR,799,Otras transferencias,79901,IFOP,1390423.16
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS,820,A corto plazo,82000,A personal funcionario,39712.01
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS,820,A corto plazo,82001,A personal laboral,8589.34
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS,820,A corto plazo,82003,A concesionarios,28661.11
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS,821,A largo plazo,82100,A personal funcionario,163227.97
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS,821,A largo plazo,82101,A personal laboral,69881.79
21,AGRICULTURA Y MEDIO AMBIENTE,2102,SECRETARÍA GENERAL TÉCNICA,8,ACTIVOS FINANCIEROS,87,REMANENTE DE TESORERÍA,870,Remanente de tesorería,87000,Remanente de tesorería,
21,AGRICULTURA Y MEDIO AMBIENTE,2110,D.G. DE ÁREAS PROTEGIDAS Y BIODIVERSIDAD,7,TRANSFERENCIAS DE CAPITAL,73,"DE A.E., OO.AA., EE.PP.",732,De diversos Ministerios,73200,De diversos Ministerios,
27,SALUD Y BIENESTAR SOCIAL,2702,SECRETARÍA GENERAL,3,"TASAS, PP.PP. Y OTROS ING",30,VENTA DE BIENES,309,Venta de otros bienes,30900,Venta de otros bienes,41680.94
27,SALUD Y BIENESTAR SOCIAL,2702,SECRETARÍA GENERAL,3,"TASAS, PP.PP. Y OTROS ING",31,PRESTACIÓN DE SERVICIOS,312,"Derechos alojam, rest y r",31200,Derechos de alojamiento,31688095.25
27,SALUD Y BIENESTAR SOCIAL,2702,SECRETARÍA GENERAL,3,"TASAS, PP.PP. Y OTROS ING",32,TASAS,322,Tasas direc e insp obras,32200,Dirección e inspec. obras,47771.49
27,SALUD Y BIENESTAR SOCIAL,2702,SECRETARÍA GENERAL,3,"TASAS, PP.PP. Y OTROS ING",32,TASAS,326,Tasas en materia sanidad,32600,Tasas en materia sanidad,1968578.03
27,SALUD Y BIENESTAR SOCIAL,2702,SECRETARÍA GENERAL,3,"TASAS, PP.PP. Y OTROS ING",32,TASAS,329,Otras tasas,32900,Otras tasas,28534.07
27,SALUD Y BIENESTAR SOCIAL,2702,SECRETARÍA GENERAL,3,"TASAS, PP.PP. Y OTROS ING",38,REINTEGROS OPERACIONES C.,380,De ejercicios cerrados,38000,De ejercicios cerrados,4731211.25
27,SALUD Y BIENESTAR SOCIAL,2702,SECRETARÍA GENERAL,3,"TASAS, PP.PP. Y OTROS ING",38,REINTEGROS OPERACIONES C.,381,De presupuesto corriente,38100,De presupuesto corriente,988675.12
27,SALUD Y BIENESTAR SOCIAL,2702,SECRETARÍA GENERAL,3,"TASAS, PP.PP. Y OTROS ING",39,OTROS INGRESOS,390,Recargos y multas,39000,Recargo de apremio,84139.47
27,SALUD Y BIENESTAR SOCIAL,2702,SECRETARÍA GENERAL,3,"TASAS, PP.PP. Y OTROS ING",39,OTROS INGRESOS,390,Recargos y multas,39001,Intereses de demora,31378.14
27,SALUD Y BIENESTAR SOCIAL,2702,SECRETARÍA GENERAL,3,"TASAS, PP.PP. Y OTROS ING",39,OTROS INGRESOS,390,Recargos y multas,39002,Multas y sanciones,1094568.13
27,SALUD Y BIENESTAR SOCIAL,2702,SECRETARÍA GENERAL,3,"TASAS, PP.PP. Y OTROS ING",39,OTROS INGRESOS,399,Ingresos diversos,39900,Ingresos diversos,433296.92
27,SALUD Y BIENESTAR SOCIAL,2702,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E., OO.AA., EE.PP",432,De diversos Ministerios,43200,De diversos Ministerios,7489026.63
27,SALUD Y BIENESTAR SOCIAL,2702,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E., OO.AA., EE.PP",432,De diversos Ministerios,43240,Plan nacional de drogas,1350624.37
27,SALUD Y BIENESTAR SOCIAL,2702,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E., OO.AA., EE.PP",432,De diversos Ministerios,43242,Prevención del SIDA,162486.94
27,SALUD Y BIENESTAR SOCIAL,2702,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E., OO.AA., EE.PP",434,De OO.AA. estatales,43400,De OO.AA. estatales,83852503.41
27,SALUD Y BIENESTAR SOCIAL,2702,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,44,DE LA SEGURIDAD SOCIAL,440,De la Seguridad Social,44000,De la Seguridad Social,1075381
27,SALUD Y BIENESTAR SOCIAL,2702,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,48,DE FAMILIAS E INSTIT. SFL,480,De familias e instit sfl,48000,De familias e instit sfl,
27,SALUD Y BIENESTAR SOCIAL,2702,SECRETARÍA GENERAL,5,INGRESOS PATRIMONIALES,52,INTERESES DE DEPÓSITOS,520,Intereses cuentas bancar,52000,Intereses cuentas bancar,32764.77
27,SALUD Y BIENESTAR SOCIAL,2702,SECRETARÍA GENERAL,5,INGRESOS PATRIMONIALES,55,"PRODUCTOS, CONCESIONES",550,Concesiones administrativ,55000,Concesiones administrativ,4975.58
27,SALUD Y BIENESTAR SOCIAL,2702,SECRETARÍA GENERAL,5,INGRESOS PATRIMONIALES,59,OTROS INGRESOS PATRIMON.,590,Otros ingresos patrimon,59000,Otros ingresos patrimon,53820.21
27,SALUD Y BIENESTAR SOCIAL,2702,SECRETARÍA GENERAL,6,ENAJENACIÓN INVERSIONES R,61,DE LAS DEMÁS INVERSIONES,615,Venta elementos transport,61500,Venta elementos transport,52.8
27,SALUD Y BIENESTAR SOCIAL,2702,SECRETARÍA GENERAL,6,ENAJENACIÓN INVERSIONES R,68,REINTEGROS O. DE CAPITAL,680,De ejercicios cerrados,68000,De transferencias capital,6925.9
27,SALUD Y BIENESTAR SOCIAL,2702,SECRETARÍA GENERAL,7,TRANSFERENCIAS DE CAPITAL,73,"DE A.E., OO.AA., EE.PP.",730,FCI,73000,FCI,7500000
27,SALUD Y BIENESTAR SOCIAL,2702,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS,820,A corto plazo,82000,A personal funcionario,40258.34
27,SALUD Y BIENESTAR SOCIAL,2702,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS,820,A corto plazo,82001,A personal laboral,43061.09
27,SALUD Y BIENESTAR SOCIAL,2702,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS,821,A largo plazo,82100,A personal funcionario,233961.83
27,SALUD Y BIENESTAR SOCIAL,2702,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS,821,A largo plazo,82101,A personal laboral,373127.82
27,SALUD Y BIENESTAR SOCIAL,2702,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,83,REINEGRO DE DEPÓSITOS,831,Reintegro de fianzas,83100,Reintegro de fianzas,48.8
27,SALUD Y BIENESTAR SOCIAL,2702,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,87,REMANENTE DE TESORERÍA,870,Remanente de tesorería,87000,Remanente de tesorería,
55,INSTITUTO DE PROMOCIÓN EXTERIOR,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE CLM,3,"TASAS, PP.PP. Y OTROS ING",31,PRESTACIÓN DE SERVICIOS,319,Otros ingresos prest serv,31900,Otros ingresos prest serv,219611.49
55,INSTITUTO DE PROMOCIÓN EXTERIOR,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE CLM,3,"TASAS, PP.PP. Y OTROS ING",38,REINTEGROS OPERACIONES C.,380,De ejercicios cerrados,38000,De ejercicios cerrados,9017.41
55,INSTITUTO DE PROMOCIÓN EXTERIOR,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE CLM,3,"TASAS, PP.PP. Y OTROS ING",39,OTROS INGRESOS,399,Ingresos diversos,39900,Ingresos diversos,2036.22
55,INSTITUTO DE PROMOCIÓN EXTERIOR,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE CLM,4,TRANSFERENCIAS CORRIENTES,40,DE LA JCCM,400,De la JCCM,40009,Otras transf de la Junta,532844.08
55,INSTITUTO DE PROMOCIÓN EXTERIOR,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE CLM,5,INGRESOS PATRIMONIALES,52,INTERESES DE DEPÓSITOS,520,Intereses cuentas bancar,52000,Intereses cuentas bancar,4577.05
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,3,"TASAS, PP.PP. Y OTROS ING",32,TASAS,322,Tasas direc e insp obras,32200,Dirección e inspec. obras,22735.88
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,3,"TASAS, PP.PP. Y OTROS ING",38,REINTEGROS OPERACIONES C.,380,De ejercicios cerrados,38000,De ejercicios cerrados,5785.71
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5,INGRESOS PATRIMONIALES,52,INTERESES DE DEPÓSITOS,520,Intereses cuentas bancar,52000,Intereses cuentas bancar,24.17
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,7,TRANSFERENCIAS DE CAPITAL,73,"DE A.E., OO.AA., EE.PP.",733,Otras transferencias,73301,Tarifa trasvase,3173817.79
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS,821,A largo plazo,82100,A personal funcionario,0
57,SERVICIO PÚBLICO DE EMPLEO,5701,SECRETARIA GENERAL DEL SEPECAM,3,"TASAS, PP.PP. Y OTROS ING",32,TASAS,322,Tasas direc e insp obras,32200,Dirección e inspec. obras,0
57,SERVICIO PÚBLICO DE EMPLEO,5701,SECRETARIA GENERAL DEL SEPECAM,3,"TASAS, PP.PP. Y OTROS ING",38,REINTEGROS OPERACIONES C.,380,De ejercicios cerrados,38000,De ejercicios cerrados,4190397.38
57,SERVICIO PÚBLICO DE EMPLEO,5701,SECRETARIA GENERAL DEL SEPECAM,3,"TASAS, PP.PP. Y OTROS ING",38,REINTEGROS OPERACIONES C.,381,De presupuesto corriente,38100,De presupuesto corriente,443307.89
57,SERVICIO PÚBLICO DE EMPLEO,5701,SECRETARIA GENERAL DEL SEPECAM,3,"TASAS, PP.PP. Y OTROS ING",39,OTROS INGRESOS,390,Recargos y multas,39000,Recargo de apremio,74167.15
57,SERVICIO PÚBLICO DE EMPLEO,5701,SECRETARIA GENERAL DEL SEPECAM,3,"TASAS, PP.PP. Y OTROS ING",39,OTROS INGRESOS,390,Recargos y multas,39001,Intereses de demora,243122.77
57,SERVICIO PÚBLICO DE EMPLEO,5701,SECRETARIA GENERAL DEL SEPECAM,3,"TASAS, PP.PP. Y OTROS ING",39,OTROS INGRESOS,399,Ingresos diversos,39900,Ingresos diversos,64370.05
57,SERVICIO PÚBLICO DE EMPLEO,5701,SECRETARIA GENERAL DEL SEPECAM,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E., OO.AA., EE.PP",434,De OO.AA. estatales,43400,De OO.AA. estatales,124258679.67
57,SERVICIO PÚBLICO DE EMPLEO,5701,SECRETARIA GENERAL DEL SEPECAM,5,INGRESOS PATRIMONIALES,52,INTERESES DE DEPÓSITOS,520,Intereses cuentas bancar,52000,Intereses cuentas bancar,138234.32
57,SERVICIO PÚBLICO DE EMPLEO,5701,SECRETARIA GENERAL DEL SEPECAM,6,ENAJENACIÓN INVERSIONES R,61,DE LAS DEMÁS INVERSIONES,615,Venta elementos transport,61500,Venta elementos transport,120
57,SERVICIO PÚBLICO DE EMPLEO,5701,SECRETARIA GENERAL DEL SEPECAM,7,TRANSFERENCIAS DE CAPITAL,73,"DE A.E., OO.AA., EE.PP.",734,De OO.AA. estatales,73400,De OO.AA. estatales,2806312.37
57,SERVICIO PÚBLICO DE EMPLEO,5701,SECRETARIA GENERAL DEL SEPECAM,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS,820,A corto plazo,82000,A personal funcionario,21642.86
57,SERVICIO PÚBLICO DE EMPLEO,5701,SECRETARIA GENERAL DEL SEPECAM,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS,820,A corto plazo,82001,A personal laboral,3966.68
57,SERVICIO PÚBLICO DE EMPLEO,5701,SECRETARIA GENERAL DEL SEPECAM,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS,821,A largo plazo,82100,A personal funcionario,32615.14
57,SERVICIO PÚBLICO DE EMPLEO,5701,SECRETARIA GENERAL DEL SEPECAM,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS,821,A largo plazo,82101,A personal laboral,13695.59
57,SERVICIO PÚBLICO DE EMPLEO,5701,SECRETARIA GENERAL DEL SEPECAM,8,ACTIVOS FINANCIEROS,87,REMANENTE DE TESORERÍA,870,Remanente de tesorería,87000,Remanente de tesorería,
70,INSTITUTO DE LA MUJER,7001,INSTITUTO DE LA MUJER,3,"TASAS, PP.PP. Y OTROS ING",38,REINTEGROS OPERACIONES C.,380,De ejercicios cerrados,38000,De ejercicios cerrados,203611.9
70,INSTITUTO DE LA MUJER,7001,INSTITUTO DE LA MUJER,3,"TASAS, PP.PP. Y OTROS ING",39,OTROS INGRESOS,390,Recargos y multas,39000,Recargo de apremio,67.75
70,INSTITUTO DE LA MUJER,7001,INSTITUTO DE LA MUJER,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E., OO.AA., EE.PP",432,De diversos Ministerios,43200,De diversos Ministerios,287092.18
70,INSTITUTO DE LA MUJER,7001,INSTITUTO DE LA MUJER,5,INGRESOS PATRIMONIALES,52,INTERESES DE DEPÓSITOS,520,Intereses cuentas bancar,52000,Intereses cuentas bancar,3757.99
70,INSTITUTO DE LA MUJER,7001,INSTITUTO DE LA MUJER,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS,821,A largo plazo,82100,A personal funcionario,9757.11
70,INSTITUTO DE LA MUJER,7001,INSTITUTO DE LA MUJER,8,ACTIVOS FINANCIEROS,87,REMANENTE DE TESORERÍA,870,Remanente de tesorería,87000,Remanente de tesorería,
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6102,SECRETARIA GENERAL,3,"TASAS, PP.PP. Y OTROS ING",30,VENTA DE BIENES,309,Venta de otros bienes,30900,Venta de otros bienes,165799.78
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6102,SECRETARIA GENERAL,3,"TASAS, PP.PP. Y OTROS ING",31,PRESTACIÓN DE SERVICIOS,315,De asistencia sanitaria,31500,Al Sector Público,767262.08
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6102,SECRETARIA GENERAL,3,"TASAS, PP.PP. Y OTROS ING",31,PRESTACIÓN DE SERVICIOS,315,De asistencia sanitaria,31501,Al Sector Privado,18533270.76
